城市,特征,重要性,更新时间
聊城,AQI_lag_1,0.3575,2026-04-15 13:41:29
聊城,AQI_lag_2,0.2785,2026-04-15 13:41:29
聊城,工作日,0.0297,2026-04-15 13:41:29
肇庆,湿度,0.6961,2026-04-15 13:41:29
肇庆,温度,0.6688,2026-04-15 13:41:29
肇庆,风速,0.5888,2026-04-15 13:41:29
肇庆,AQI_roll_mean_3,0.4631,2026-04-15 13:41:29
肇庆,AQI_lag_1,0.4563,2026-04-15 13:41:29
肇庆,小时,0.3761,2026-04-15 13:41:29
肇庆,AQI_lag_2,0.3146,2026-04-15 13:41:29
肇庆,降水量,0.086,2026-04-15 13:41:29
自贡,湿度,0.6979,2026-04-15 13:41:29
自贡,温度,0.6707,2026-04-15 13:41:29
自贡,风速,0.5561,2026-04-15 13:41:29
自贡,AQI_roll_mean_3,0.4857,2026-04-15 13:41:29
自贡,AQI_lag_2,0.4019,2026-04-15 13:41:29
自贡,小时,0.3824,2026-04-15 13:41:29
自贡,AQI_lag_1,0.3689,2026-04-15 13:41:29
自贡,气压,0.023,2026-04-15 13:41:29
舟山,湿度,0.6326,2026-04-15 13:41:29
舟山,温度,0.6114,2026-04-15 13:41:29
舟山,风速,0.5674,2026-04-15 13:41:29
舟山,AQI_roll_mean_3,0.4131,2026-04-15 13:41:29
舟山,AQI_lag_2,0.3881,2026-04-15 13:41:29
舟山,小时,0.3771,2026-04-15 13:41:29
舟山,AQI_lag_1,0.2875,2026-04-15 13:41:29
舟山,工作日,0.0406,2026-04-15 13:41:29
芜湖,湿度,0.6979,2026-04-15 13:41:29
芜湖,温度,0.6601,2026-04-15 13:41:29
芜湖,风速,0.56,2026-04-15 13:41:29
芜湖,AQI_roll_mean_3,0.4771,2026-04-15 13:41:29
芜湖,AQI_lag_1,0.4502,2026-04-15 13:41:29
芜湖,小时,0.4485,2026-04-15 13:41:29
芜湖,AQI_lag_2,0.3448,2026-04-15 13:41:29
芜湖,降水量,0.1515,2026-04-15 13:41:29
苏州,湿度,0.6287,2026-04-15 13:41:29
苏州,温度,0.6095,2026-04-15 13:41:29
苏州,风速,0.5034,2026-04-15 13:41:29
苏州,小时,0.4302,2026-04-15 13:41:29
苏州,AQI_roll_mean_3,0.4115,2026-04-15 13:41:29
苏州,AQI_lag_1,0.3943,2026-04-15 13:41:29
苏州,AQI_lag_2,0.3143,2026-04-15 13:41:29
苏州,气压,0.0981,2026-04-15 13:41:29
茂名,湿度,0.7037,2026-04-15 13:41:29
茂名,温度,0.6801,2026-04-15 13:41:29
茂名,风速,0.5765,2026-04-15 13:41:29
茂名,AQI_roll_mean_3,0.478,2026-04-15 13:41:29
茂名,AQI_lag_2,0.4344,2026-04-15 13:41:29
茂名,AQI_lag_1,0.392,2026-04-15 13:41:29
茂名,小时,0.3738,2026-04-15 13:41:29
茂名,降水量,0.0604,2026-04-15 13:41:29
荆州,湿度,0.663,2026-04-15 13:41:29
荆州,温度,0.6399,2026-04-15 13:41:29
荆州,风速,0.464,2026-04-15 13:41:29
荆州,AQI_roll_mean_3,0.4452,2026-04-15 13:41:29
荆州,小时,0.4369,2026-04-15 13:41:29
荆州,AQI_lag_1,0.3895,2026-04-15 13:41:29
荆州,AQI_lag_2,0.3118,2026-04-15 13:41:29
荆州,降水量,0.0785,2026-04-15 13:41:29
荆门,湿度,0.6676,2026-04-15 13:41:29
荆门,温度,0.6618,2026-04-15 13:41:29
荆门,风速,0.4828,2026-04-15 13:41:29
荆门,AQI_roll_mean_3,0.4706,2026-04-15 13:41:29
荆门,小时,0.457,2026-04-15 13:41:29
荆门,AQI_lag_1,0.4306,2026-04-15 13:41:29
荆门,AQI_lag_2,0.3997,2026-04-15 13:41:29
荆门,工作日,0.0305,2026-04-15 13:41:29
莆田,湿度,0.7241,2026-04-15 13:41:29
莆田,温度,0.6932,2026-04-15 13:41:29
莆田,风速,0.5783,2026-04-15 13:41:29
莆田,AQI_roll_mean_3,0.4982,2026-04-15 13:41:29
莆田,AQI_lag_1,0.464,2026-04-15 13:41:29
莆田,小时,0.461,2026-04-15 13:41:29
莆田,AQI_lag_2,0.3892,2026-04-15 13:41:29
莆田,气压,0.0927,2026-04-15 13:41:29
萍乡,湿度,0.6728,2026-04-15 13:41:29
萍乡,温度,0.6363,2026-04-15 13:41:29
萍乡,风速,0.6245,2026-04-15 13:41:29
萍乡,AQI_roll_mean_3,0.4087,2026-04-15 13:41:29
萍乡,小时,0.3719,2026-04-15 13:41:29
萍乡,AQI_lag_1,0.3559,2026-04-15 13:41:29
萍乡,AQI_lag_2,0.328,2026-04-15 13:41:29
萍乡,工作日,0.0515,2026-04-15 13:41:29
营口,湿度,0.6311,2026-04-15 13:41:29
营口,风速,0.6094,2026-04-15 13:41:29
营口,温度,0.6048,2026-04-15 13:41:29
营口,AQI_roll_mean_3,0.3994,2026-04-15 13:41:29
营口,AQI_lag_2,0.3164,2026-04-15 13:41:29
营口,小时,0.3099,2026-04-15 13:41:29
营口,AQI_lag_1,0.3082,2026-04-15 13:41:29
营口,降水量,0.2982,2026-04-15 13:41:29
葫芦岛,湿度,0.7132,2026-04-15 13:41:29
葫芦岛,温度,0.6682,2026-04-15 13:41:29
葫芦岛,风速,0.5618,2026-04-15 13:41:29
葫芦岛,AQI_roll_mean_3,0.4826,2026-04-15 13:41:29
葫芦岛,小时,0.4203,2026-04-15 13:41:29
葫芦岛,降水量,0.411,2026-04-15 13:41:29
葫芦岛,AQI_lag_1,0.4098,2026-04-15 13:41:29
葫芦岛,AQI_lag_2,0.3611,2026-04-15 13:41:29
蚌埠,湿度,0.6576,2026-04-15 13:41:29
蚌埠,温度,0.6507,2026-04-15 13:41:29
蚌埠,风速,0.5354,2026-04-15 13:41:29
蚌埠,AQI_roll_mean_3,0.4591,2026-04-15 13:41:29
蚌埠,AQI_lag_1,0.4308,2026-04-15 13:41:29
蚌埠,小时,0.4076,2026-04-15 13:41:29
蚌埠,AQI_lag_2,0.3736,2026-04-15 13:41:29
蚌埠,工作日,0.0275,2026-04-15 13:41:29
衡水,湿度,0.7186,2026-04-15 13:41:29
衡水,温度,0.6999,2026-04-15 13:41:29
衡水,AQI_roll_mean_3,0.4955,2026-04-15 13:41:29
衡水,风速,0.488,2026-04-15 13:41:29
衡水,AQI_lag_1,0.4569,2026-04-15 13:41:29
衡水,小时,0.4131,2026-04-15 13:41:29
衡水,AQI_lag_2,0.4015,2026-04-15 13:41:29
衡水,降水量,0.1197,2026-04-15 13:41:29
衡阳,湿度,0.6654,2026-04-15 13:41:29
衡阳,温度,0.6446,2026-04-15 13:41:29
衡阳,风速,0.5255,2026-04-15 13:41:29
衡阳,AQI_lag_1,0.5152,2026-04-15 13:41:29
衡阳,AQI_roll_mean_3,0.4945,2026-04-15 13:41:29
衡阳,小时,0.4048,2026-04-15 13:41:29
衡阳,AQI_lag_2,0.3351,2026-04-15 13:41:29
衡阳,降水量,0.062,2026-04-15 13:41:29
衢州,湿度,0.6984,2026-04-15 13:41:29
衢州,温度,0.6832,2026-04-15 13:41:29
衢州,风速,0.5487,2026-04-15 13:41:29
衢州,AQI_roll_mean_3,0.5041,2026-04-15 13:41:29
衢州,AQI_lag_1,0.4978,2026-04-15 13:41:29
衢州,小时,0.4224,2026-04-15 13:41:29
衢州,AQI_lag_2,0.3894,2026-04-15 13:41:29
衢州,气压,0.0549,2026-04-15 13:41:29
襄阳,湿度,0.6697,2026-04-15 13:41:29
襄阳,温度,0.6578,2026-04-15 13:41:29
襄阳,风速,0.5391,2026-04-15 13:41:29
襄阳,AQI_roll_mean_3,0.4729,2026-04-15 13:41:29
襄阳,AQI_lag_2,0.4084,2026-04-15 13:41:29
襄阳,小时,0.3906,2026-04-15 13:41:29
襄阳,AQI_lag_1,0.3439,2026-04-15 13:41:29
襄阳,工作日,0.0584,2026-04-15 13:41:29
西双版纳傣族自治州,湿度,0.6769,2026-04-15 13:41:29
西双版纳傣族自治州,温度,0.6409,2026-04-15 13:41:29
西双版纳傣族自治州,风速,0.5547,2026-04-15 13:41:29
西双版纳傣族自治州,小时,0.4398,2026-04-15 13:41:29
西双版纳傣族自治州,AQI_roll_mean_3,0.4149,2026-04-15 13:41:29
西双版纳傣族自治州,AQI_lag_1,0.3767,2026-04-15 13:41:29
西双版纳傣族自治州,AQI_lag_2,0.3216,2026-04-15 13:41:29
西双版纳傣族自治州,降水量,0.0312,2026-04-15 13:41:29
西宁,湿度,0.6908,2026-04-15 13:41:29
西宁,温度,0.6835,2026-04-15 13:41:29
西宁,风速,0.5557,2026-04-15 13:41:29
西宁,AQI_roll_mean_3,0.5139,2026-04-15 13:41:29
西宁,AQI_lag_2,0.4668,2026-04-15 13:41:29
西宁,小时,0.4535,2026-04-15 13:41:29
西宁,AQI_lag_1,0.4425,2026-04-15 13:41:29
西宁,气压,0.0685,2026-04-15 13:41:29
西安,湿度,0.6429,2026-04-15 13:41:29
西安,温度,0.6088,2026-04-15 13:41:29
西安,风速,0.5293,2026-04-15 13:41:29
西安,AQI_roll_mean_3,0.4154,2026-04-15 13:41:29
西安,AQI_lag_1,0.3995,2026-04-15 13:41:29
西安,小时,0.3452,2026-04-15 13:41:29
西安,AQI_lag_2,0.2693,2026-04-15 13:41:29
西安,降水量,0.065,2026-04-15 13:41:29
许昌,湿度,0.6914,2026-04-15 13:41:29
许昌,温度,0.6809,2026-04-15 13:41:29
许昌,风速,0.579,2026-04-15 13:41:29
许昌,AQI_roll_mean_3,0.4663,2026-04-15 13:41:29
许昌,AQI_lag_2,0.4186,2026-04-15 13:41:29
许昌,AQI_lag_1,0.4151,2026-04-15 13:41:29
许昌,小时,0.3937,2026-04-15 13:41:29
许昌,气压,0.0347,2026-04-15 13:41:29
贵港,湿度,0.6769,2026-04-15 13:41:29
贵港,温度,0.6636,2026-04-15 13:41:29
贵港,风速,0.6166,2026-04-15 13:41:29
贵港,AQI_roll_mean_3,0.4843,2026-04-15 13:41:29
贵港,AQI_lag_1,0.4688,2026-04-15 13:41:29
贵港,小时,0.4292,2026-04-15 13:41:29
贵港,AQI_lag_2,0.395,2026-04-15 13:41:29
贵港,降水量,0.0965,2026-04-15 13:41:29
贵阳,湿度,0.6866,2026-04-15 13:41:29
贵阳,温度,0.6745,2026-04-15 13:41:29
贵阳,风速,0.5687,2026-04-15 13:41:29
贵阳,小时,0.4738,2026-04-15 13:41:29
贵阳,AQI_roll_mean_3,0.4692,2026-04-15 13:41:29
贵阳,AQI_lag_1,0.3955,2026-04-15 13:41:29
贵阳,AQI_lag_2,0.3507,2026-04-15 13:41:29
贵阳,降水量,0.1027,2026-04-15 13:41:29
贺州,湿度,0.6641,2026-04-15 13:41:29
贺州,温度,0.6397,2026-04-15 13:41:29
贺州,风速,0.6079,2026-04-15 13:41:29
贺州,AQI_roll_mean_3,0.4546,2026-04-15 13:41:29
贺州,AQI_lag_1,0.4436,2026-04-15 13:41:29
贺州,小时,0.3508,2026-04-15 13:41:29
贺州,AQI_lag_2,0.3414,2026-04-15 13:41:29
贺州,工作日,0.0402,2026-04-15 13:41:29
资阳,湿度,0.7163,2026-04-15 13:41:29
资阳,温度,0.6958,2026-04-15 13:41:29
资阳,风速,0.6346,2026-04-15 13:41:29
资阳,AQI_roll_mean_3,0.4829,2026-04-15 13:41:29
资阳,小时,0.4554,2026-04-15 13:41:29
资阳,AQI_lag_1,0.4517,2026-04-15 13:41:29
资阳,AQI_lag_2,0.3626,2026-04-15 13:41:29
资阳,气压,0.0702,2026-04-15 13:41:29
赣州,温度,0.6495,2026-04-15 13:41:29
赣州,湿度,0.6428,2026-04-15 13:41:29
赣州,风速,0.6037,2026-04-15 13:41:29
赣州,AQI_roll_mean_3,0.4429,2026-04-15 13:41:29
赣州,小时,0.4269,2026-04-15 13:41:29
赣州,AQI_lag_1,0.3991,2026-04-15 13:41:29
赣州,AQI_lag_2,0.3369,2026-04-15 13:41:29
赣州,降水量,0.1148,2026-04-15 13:41:29
赤峰,湿度,0.6918,2026-04-15 13:41:29
赤峰,温度,0.6823,2026-04-15 13:41:29
赤峰,风速,0.5615,2026-04-15 13:41:29
赤峰,AQI_roll_mean_3,0.4644,2026-04-15 13:41:29
赤峰,AQI_lag_1,0.4384,2026-04-15 13:41:29
赤峰,小时,0.4222,2026-04-15 13:41:29
赤峰,降水量,0.4097,2026-04-15 13:41:29
赤峰,AQI_lag_2,0.3361,2026-04-15 13:41:29
辽源,湿度,0.6704,2026-04-15 13:41:29
辽源,温度,0.6406,2026-04-15 13:41:29
辽源,风速,0.5699,2026-04-15 13:41:29
辽源,AQI_roll_mean_3,0.4641,2026-04-15 13:41:29
辽源,AQI_lag_1,0.4243,2026-04-15 13:41:29
辽源,小时,0.3721,2026-04-15 13:41:29
辽源,AQI_lag_2,0.3656,2026-04-15 13:41:29
辽源,降水量,0.3627,2026-04-15 13:41:29
辽阳,湿度,0.631,2026-04-15 13:41:29
辽阳,温度,0.5981,2026-04-15 13:41:29
辽阳,风速,0.5761,2026-04-15 13:41:29
辽阳,AQI_roll_mean_3,0.4223,2026-04-15 13:41:29
辽阳,小时,0.3729,2026-04-15 13:41:29
辽阳,AQI_lag_2,0.3644,2026-04-15 13:41:29
辽阳,降水量,0.3472,2026-04-15 13:41:29
辽阳,AQI_lag_1,0.2826,2026-04-15 13:41:29
达州,湿度,0.6472,2026-04-15 13:41:29
达州,温度,0.6302,2026-04-15 13:41:29
达州,风速,0.548,2026-04-15 13:41:29
达州,AQI_roll_mean_3,0.4577,2026-04-15 13:41:29
达州,小时,0.4273,2026-04-15 13:41:29
达州,AQI_lag_1,0.3775,2026-04-15 13:41:29
达州,AQI_lag_2,0.3505,2026-04-15 13:41:29
达州,降水量,0.1195,2026-04-15 13:41:29
运城,湿度,0.709,2026-04-15 13:41:29
运城,温度,0.6855,2026-04-15 13:41:29
运城,风速,0.5603,2026-04-15 13:41:29
运城,AQI_roll_mean_3,0.5061,2026-04-15 13:41:29
运城,AQI_lag_2,0.4466,2026-04-15 13:41:29
运城,AQI_lag_1,0.4173,2026-04-15 13:41:29
运城,小时,0.3862,2026-04-15 13:41:29
运城,气压,0.0396,2026-04-15 13:41:29
连云港,湿度,0.6542,2026-04-15 13:41:29
连云港,温度,0.6338,2026-04-15 13:41:29
连云港,风速,0.6223,2026-04-15 13:41:29
连云港,小时,0.4651,2026-04-15 13:41:29
连云港,AQI_lag_1,0.4374,2026-04-15 13:41:29
连云港,AQI_roll_mean_3,0.4301,2026-04-15 13:41:29
连云港,AQI_lag_2,0.3147,2026-04-15 13:41:29
连云港,气压,0.0527,2026-04-15 13:41:29
迪庆藏族自治州,湿度,0.676,2026-04-15 13:41:29
迪庆藏族自治州,温度,0.6411,2026-04-15 13:41:29
迪庆藏族自治州,风速,0.4857,2026-04-15 13:41:29
迪庆藏族自治州,AQI_roll_mean_3,0.4531,2026-04-15 13:41:29
迪庆藏族自治州,AQI_lag_1,0.4365,2026-04-15 13:41:29
迪庆藏族自治州,小时,0.4012,2026-04-15 13:41:29
迪庆藏族自治州,AQI_lag_2,0.3387,2026-04-15 13:41:29
迪庆藏族自治州,降水量,0.0475,2026-04-15 13:41:29
通化,湿度,0.6557,2026-04-15 13:41:29
通化,温度,0.6182,2026-04-15 13:41:29
通化,风速,0.5258,2026-04-15 13:41:29
通化,AQI_roll_mean_3,0.4262,2026-04-15 13:41:29
通化,小时,0.3585,2026-04-15 13:41:29
通化,降水量,0.3534,2026-04-15 13:41:29
通化,AQI_lag_2,0.3467,2026-04-15 13:41:29
通化,AQI_lag_1,0.3029,2026-04-15 13:41:29
通辽,湿度,0.6538,2026-04-15 13:41:29
通辽,温度,0.6329,2026-04-15 13:41:29
通辽,风速,0.5385,2026-04-15 13:41:29
通辽,AQI_roll_mean_3,0.4424,2026-04-15 13:41:29
通辽,降水量,0.4251,2026-04-15 13:41:29
通辽,AQI_lag_1,0.3632,2026-04-15 13:41:29
通辽,小时,0.3614,2026-04-15 13:41:29
通辽,AQI_lag_2,0.3379,2026-04-15 13:41:29
遂宁,湿度,0.6898,2026-04-15 13:41:29
遂宁,温度,0.6697,2026-04-15 13:41:29
遂宁,风速,0.5476,2026-04-15 13:41:29
遂宁,AQI_roll_mean_3,0.4756,2026-04-15 13:41:29
遂宁,AQI_lag_1,0.4662,2026-04-15 13:41:29
遂宁,小时,0.4392,2026-04-15 13:41:29
遂宁,AQI_lag_2,0.3636,2026-04-15 13:41:29
遂宁,工作日,0.0811,2026-04-15 13:41:29
遵义,湿度,0.6411,2026-04-15 13:41:29
遵义,温度,0.6235,2026-04-15 13:41:29
遵义,风速,0.5492,2026-04-15 13:41:29
遵义,AQI_roll_mean_3,0.4438,2026-04-15 13:41:29
遵义,小时,0.405,2026-04-15 13:41:29
遵义,AQI_lag_1,0.3906,2026-04-15 13:41:29
遵义,AQI_lag_2,0.3189,2026-04-15 13:41:29
遵义,气压,0.0622,2026-04-15 13:41:29
邢台,湿度,0.6751,2026-04-15 13:41:29
邢台,温度,0.6546,2026-04-15 13:41:29
邢台,风速,0.5197,2026-04-15 13:41:29
邢台,小时,0.4369,2026-04-15 13:41:29
邢台,AQI_roll_mean_3,0.4258,2026-04-15 13:41:29
邢台,AQI_lag_1,0.3754,2026-04-15 13:41:29
邢台,AQI_lag_2,0.3108,2026-04-15 13:41:29
邢台,气压,0.0436,2026-04-15 13:41:29
那曲市,湿度,0.6672,2026-04-15 13:41:29
那曲市,温度,0.6615,2026-04-15 13:41:29
那曲市,风速,0.4931,2026-04-15 13:41:29
那曲市,AQI_roll_mean_3,0.4911,2026-04-15 13:41:29
那曲市,AQI_lag_1,0.4614,2026-04-15 13:41:29
那曲市,小时,0.4053,2026-04-15 13:41:29
那曲市,AQI_lag_2,0.383,2026-04-15 13:41:29
那曲市,气压,0.0363,2026-04-15 13:41:29
邯郸,湿度,0.6767,2026-04-15 13:41:29
邯郸,温度,0.6637,2026-04-15 13:41:29
邯郸,风速,0.6105,2026-04-15 13:41:29
邯郸,AQI_roll_mean_3,0.4621,2026-04-15 13:41:29
邯郸,小时,0.4183,2026-04-15 13:41:29
邯郸,AQI_lag_2,0.3828,2026-04-15 13:41:29
邯郸,AQI_lag_1,0.3718,2026-04-15 13:41:29
邯郸,气压,0.0991,2026-04-15 13:41:29
邵阳,湿度,0.6814,2026-04-15 13:41:29
邵阳,温度,0.667,2026-04-15 13:41:29
邵阳,风速,0.5589,2026-04-15 13:41:29
邵阳,AQI_roll_mean_3,0.4557,2026-04-15 13:41:29
邵阳,AQI_lag_1,0.4269,2026-04-15 13:41:29
邵阳,小时,0.4233,2026-04-15 13:41:29
邵阳,AQI_lag_2,0.3846,2026-04-15 13:41:29
邵阳,降水量,0.1043,2026-04-15 13:41:29
郑州,湿度,0.6642,2026-04-15 13:41:29
郑州,温度,0.632,2026-04-15 13:41:29
郑州,风速,0.6183,2026-04-15 13:41:29
郑州,AQI_roll_mean_3,0.4563,2026-04-15 13:41:29
郑州,AQI_lag_1,0.4354,2026-04-15 13:41:29
郑州,AQI_lag_2,0.3854,2026-04-15 13:41:29
郑州,小时,0.3455,2026-04-15 13:41:29
郑州,工作日,0.0549,2026-04-15 13:41:29
郴州,湿度,0.6755,2026-04-15 13:41:29
郴州,温度,0.6541,2026-04-15 13:41:29
郴州,风速,0.5978,2026-04-15 13:41:29
郴州,AQI_lag_1,0.4977,2026-04-15 13:41:29
郴州,AQI_roll_mean_3,0.4804,2026-04-15 13:41:29
郴州,小时,0.4002,2026-04-15 13:41:29
郴州,AQI_lag_2,0.3795,2026-04-15 13:41:29
郴州,降水量,0.0961,2026-04-15 13:41:29
鄂尔多斯,湿度,0.6856,2026-04-15 13:41:29
鄂尔多斯,温度,0.6544,2026-04-15 13:41:29
鄂尔多斯,风速,0.5877,2026-04-15 13:41:29
鄂尔多斯,AQI_roll_mean_3,0.447,2026-04-15 13:41:29
鄂尔多斯,AQI_lag_1,0.4275,2026-04-15 13:41:29
鄂尔多斯,小时,0.4034,2026-04-15 13:41:29
鄂尔多斯,AQI_lag_2,0.336,2026-04-15 13:41:29
鄂尔多斯,降水量,0.2627,2026-04-15 13:41:29
鄂州,湿度,0.6428,2026-04-15 13:41:29
鄂州,温度,0.6187,2026-04-15 13:41:29
鄂州,风速,0.5196,2026-04-15 13:41:29
鄂州,AQI_roll_mean_3,0.408,2026-04-15 13:41:29
鄂州,小时,0.3953,2026-04-15 13:41:29
鄂州,AQI_lag_1,0.3513,2026-04-15 13:41:29
鄂州,AQI_lag_2,0.3382,2026-04-15 13:41:29
鄂州,降水量,0.0884,2026-04-15 13:41:29
酒泉,湿度,0.6379,2026-04-15 13:41:29
酒泉,温度,0.6093,2026-04-15 13:41:29
酒泉,风速,0.5849,2026-04-15 13:41:29
酒泉,AQI_roll_mean_3,0.4338,2026-04-15 13:41:29
酒泉,AQI_lag_1,0.3462,2026-04-15 13:41:29
酒泉,小时,0.3407,2026-04-15 13:41:29
酒泉,降水量,0.3166,2026-04-15 13:41:29
酒泉,AQI_lag_2,0.3093,2026-04-15 13:41:29
重庆,湿度,0.6661,2026-04-15 13:41:29
重庆,温度,0.6554,2026-04-15 13:41:29
重庆,风速,0.5154,2026-04-15 13:41:29
重庆,AQI_roll_mean_3,0.456,2026-04-15 13:41:29
重庆,AQI_lag_1,0.4464,2026-04-15 13:41:29
重庆,小时,0.3811,2026-04-15 13:41:29
重庆,AQI_lag_2,0.3591,2026-04-15 13:41:29
重庆,气压,0.0564,2026-04-15 13:41:29
金华,湿度,0.6379,2026-04-15 13:41:29
金华,温度,0.6097,2026-04-15 13:41:29
金华,风速,0.5291,2026-04-15 13:41:29
金华,AQI_roll_mean_3,0.4165,2026-04-15 13:41:29
金华,小时,0.4025,2026-04-15 13:41:29
金华,AQI_lag_2,0.3364,2026-04-15 13:41:29
金华,AQI_lag_1,0.3196,2026-04-15 13:41:29
金华,气压,0.061,2026-04-15 13:41:29
金昌,湿度,0.6812,2026-04-15 13:41:29
金昌,温度,0.6286,2026-04-15 13:41:29
金昌,风速,0.5897,2026-04-15 13:41:29
金昌,AQI_roll_mean_3,0.4278,2026-04-15 13:41:29
金昌,小时,0.398,2026-04-15 13:41:29
金昌,AQI_lag_1,0.3907,2026-04-15 13:41:29
金昌,AQI_lag_2,0.3329,2026-04-15 13:41:29
金昌,降水量,0.1771,2026-04-15 13:41:29
钦州,湿度,0.6684,2026-04-15 13:41:29
钦州,温度,0.6297,2026-04-15 13:41:29
钦州,风速,0.5431,2026-04-15 13:41:29
钦州,AQI_roll_mean_3,0.4169,2026-04-15 13:41:29
钦州,小时,0.4094,2026-04-15 13:41:29
钦州,AQI_lag_1,0.3619,2026-04-15 13:41:29
钦州,AQI_lag_2,0.3392,2026-04-15 13:41:29
钦州,降水量,0.0457,2026-04-15 13:41:29
铁岭,湿度,0.6161,2026-04-15 13:41:29
铁岭,温度,0.6121,2026-04-15 13:41:29
铁岭,风速,0.5411,2026-04-15 13:41:29
铁岭,AQI_roll_mean_3,0.4339,2026-04-15 13:41:29
铁岭,降水量,0.3678,2026-04-15 13:41:29
铁岭,AQI_lag_1,0.3535,2026-04-15 13:41:29
铁岭,小时,0.3239,2026-04-15 13:41:29
铁岭,AQI_lag_2,0.3192,2026-04-15 13:41:29
铜仁,湿度,0.6606,2026-04-15 13:41:29
铜仁,温度,0.6411,2026-04-15 13:41:29
铜仁,风速,0.5922,2026-04-15 13:41:29
铜仁,小时,0.4439,2026-04-15 13:41:29
铜仁,AQI_roll_mean_3,0.4373,2026-04-15 13:41:29
铜仁,AQI_lag_2,0.3553,2026-04-15 13:41:29
铜仁,AQI_lag_1,0.3455,2026-04-15 13:41:29
铜仁,工作日,0.0234,2026-04-15 13:41:29
铜川,湿度,0.6948,2026-04-15 13:41:29
铜川,温度,0.662,2026-04-15 13:41:29
铜川,AQI_roll_mean_3,0.506,2026-04-15 13:41:29
铜川,AQI_lag_1,0.479,2026-04-15 13:41:29
铜川,风速,0.4707,2026-04-15 13:41:29
铜川,AQI_lag_2,0.442,2026-04-15 13:41:29
铜川,小时,0.3978,2026-04-15 13:41:29
铜川,气压,0.0542,2026-04-15 13:41:29
铜陵,湿度,0.6326,2026-04-15 13:41:29
铜陵,温度,0.5978,2026-04-15 13:41:29
铜陵,风速,0.4647,2026-04-15 13:41:29
铜陵,AQI_roll_mean_3,0.3708,2026-04-15 13:41:29
铜陵,小时,0.3585,2026-04-15 13:41:29
铜陵,AQI_lag_1,0.3148,2026-04-15 13:41:29
铜陵,AQI_lag_2,0.3073,2026-04-15 13:41:29
铜陵,工作日,0.0571,2026-04-15 13:41:29
银川,湿度,0.6733,2026-04-15 13:41:29
银川,温度,0.645,2026-04-15 13:41:29
银川,风速,0.597,2026-04-15 13:41:29
银川,AQI_roll_mean_3,0.4447,2026-04-15 13:41:29
银川,AQI_lag_1,0.3903,2026-04-15 13:41:29
银川,小时,0.3674,2026-04-15 13:41:29
银川,AQI_lag_2,0.3282,2026-04-15 13:41:29
银川,降水量,0.2134,2026-04-15 13:41:29
锡林郭勒盟,湿度,0.6757,2026-04-15 13:41:29
锡林郭勒盟,温度,0.6457,2026-04-15 13:41:29
锡林郭勒盟,风速,0.5659,2026-04-15 13:41:29
锡林郭勒盟,AQI_roll_mean_3,0.4502,2026-04-15 13:41:29
锡林郭勒盟,降水量,0.4083,2026-04-15 13:41:29
锡林郭勒盟,小时,0.4013,2026-04-15 13:41:29
锡林郭勒盟,AQI_lag_1,0.3735,2026-04-15 13:41:29
锡林郭勒盟,AQI_lag_2,0.344,2026-04-15 13:41:29
锦州,湿度,0.6787,2026-04-15 13:41:29
锦州,温度,0.644,2026-04-15 13:41:29
锦州,风速,0.541,2026-04-15 13:41:29
锦州,AQI_roll_mean_3,0.4574,2026-04-15 13:41:29
锦州,AQI_lag_1,0.3875,2026-04-15 13:41:29
锦州,小时,0.3774,2026-04-15 13:41:29
锦州,AQI_lag_2,0.3293,2026-04-15 13:41:29
锦州,降水量,0.2941,2026-04-15 13:41:29
镇江,湿度,0.7155,2026-04-15 13:41:29
镇江,温度,0.6964,2026-04-15 13:41:29
镇江,风速,0.5309,2026-04-15 13:41:29
镇江,AQI_roll_mean_3,0.5196,2026-04-15 13:41:29
镇江,AQI_lag_1,0.5165,2026-04-15 13:41:29
镇江,小时,0.4608,2026-04-15 13:41:29
镇江,AQI_lag_2,0.4097,2026-04-15 13:41:29
镇江,降水量,0.0599,2026-04-15 13:41:29
长春,湿度,0.6035,2026-04-15 13:41:29
长春,风速,0.5936,2026-04-15 13:41:29
长春,温度,0.5775,2026-04-15 13:41:29
长春,AQI_roll_mean_3,0.4176,2026-04-15 13:41:29
长春,小时,0.3806,2026-04-15 13:41:29
长春,降水量,0.359,2026-04-15 13:41:29
长春,AQI_lag_2,0.353,2026-04-15 13:41:29
长春,AQI_lag_1,0.3333,2026-04-15 13:41:29
长沙,湿度,0.6513,2026-04-15 13:41:29
长沙,温度,0.6425,2026-04-15 13:41:29
长沙,风速,0.4827,2026-04-15 13:41:29
长沙,小时,0.4327,2026-04-15 13:41:29
长沙,AQI_roll_mean_3,0.4159,2026-04-15 13:41:29
长沙,AQI_lag_1,0.382,2026-04-15 13:41:29
长沙,AQI_lag_2,0.3142,2026-04-15 13:41:29
长沙,气压,0.0716,2026-04-15 13:41:29
长治,湿度,0.7179,2026-04-15 13:41:29
长治,温度,0.693,2026-04-15 13:41:29
长治,风速,0.5805,2026-04-15 13:41:29
长治,AQI_roll_mean_3,0.4804,2026-04-15 13:41:29
长治,AQI_lag_1,0.4408,2026-04-15 13:41:29
长治,小时,0.381,2026-04-15 13:41:29
长治,AQI_lag_2,0.3642,2026-04-15 13:41:29
长治,降水量,0.0899,2026-04-15 13:41:29
阜新,湿度,0.6194,2026-04-15 13:41:29
